timestamp,open,high,low,close,volume,stoch_k_w,stoch_d_w,ema_fast,ema_slow,stoch_k,stoch_d,rsi_14,volatility_20,ema_cross_state,return_1,y,pred_class
2025-06-29 20:00:00,107406.8,108436.47,107250.0,108356.93,1459.20913,81.29697729860517,86.20674058548464,106400.64465293022,105178.44396468026,68.09883860950441,68.37535798620736,60.39107739486937,0.0044420957194967105,1,0.008845994029615056,-1,
2025-06-30 00:00:00,108356.93,108789.99,108255.81,108503.74,1564.16827,81.29697729860517,86.20674058548464,106483.11898026628,105211.53148741976,75.25552317156546,71.91462788690927,68.1695563464214,0.004432041805809049,1,0.0013548741183422308,-1,
2025-06-30 04:00:00,108503.74,108538.76,107481.31,107614.08,1581.27553,81.29697729860517,86.20674058548464,106527.47039280487,105235.43744276883,72.66030579986366,73.74630641028112,55.31543163178204,0.004663721482248766,1,-0.008199348704477916,-1,
2025-06-30 08:00:00,107614.07,107964.33,107400.0,107654.2,1242.20442,81.29697729860517,86.20674058548464,106571.65586759684,105259.50473189552,53.212969107787806,69.97730547411481,53.46020862677423,0.004534606698701935,1,0.0003728136689920003,0,
2025-06-30 12:00:00,107654.21,107858.79,106733.33,107580.46,2980.03437,81.29697729860517,86.20674058548464,106611.2168139656,105282.59881416522,38.390710553583396,63.05933887734441,50.953612057765554,0.004334129311955167,1,-0.0006849709532930071,1,
2025-06-30 16:00:00,107580.47,107807.94,107116.4,107745.97,1314.82691,81.29697729860517,86.20674058548464,106655.71693890812,105307.10997024318,41.281421694952584,58.149961489542896,53.68229006049492,0.004339618688445301,1,0.0015384764110508709,1,
2025-06-30 20:00:00,107745.97,107764.73,106900.02,107146.5,1071.61541,81.29697729860517,86.20674058548464,106674.96333346075,105325.41235859897,36.83869315621765,52.93993724732843,47.28821027956887,0.004484876654580733,1,-0.005563734773560425,1,
2025-07-01 00:00:00,107146.51,107540.0,107026.93,107192.38,973.46,81.29697729860517,86.20674058548464,106695.25418312896,105343.98915105073,30.548883464776168,45.48883062953021,49.69139685463539,0.004348909045120304,1,0.000428198774575117,1,
2025-07-01 04:00:00,107192.39,107203.11,106615.97,107178.99,1267.97836,81.29697729860517,86.20674058548464,106714.22421516312,105362.24786596565,22.769061210037595,37.17362319789254,48.898517767584636,0.004320323648452067,1,-0.00012491559567950894,1,
2025-07-01 08:00:00,107178.99,107178.99,106301.86,106605.8,1434.81634,81.29697729860517,86.20674058548464,106709.97228515673,105374.62151904062,20.144471699469488,31.662206963172817,44.81551181577453,0.0044474047576721215,1,-0.005347969784003426,1,
2025-07-01 12:00:00,106605.79,107179.99,105623.39,105955.18,3974.69567,81.29697729860517,86.20674058548464,106680.37258769962,105380.3982203437,16.19701501188884,27.96325770622373,38.50445045385751,0.004600650066829396,1,-0.006103045050081746,1,
2025-07-01 16:00:00,105955.19,106287.95,105387.68,105398.53,1690.90273,81.29697729860517,86.20674058548464,106630.10425092709,105380.57863606169,7.670766727273855,22.36148187827727,23.347750655302477,0.0047120503229492825,1,-0.005253636490448077,1,
2025-07-01 20:00:00,105398.52,106100.0,105250.85,105681.14,1163.77127,81.29697729860517,86.20674058548464,106592.88996657702,105383.5692963994,7.651579636036462,17.49696295824707,30.591670917904253,0.004768322962945063,1,0.0026813466943040876,1,
2025-07-02 00:00:00,105681.13,106216.08,105100.19,106194.7,1453.64233,81.29697729860517,86.20674058548464,106577.27467377008,105391.64024867403,14.046688249378875,14.74659708901419,38.98348217602911,0.004921822433486919,1,0.004859523657674281,1,
2025-07-02 04:00:00,106194.7,107186.78,106131.55,107080.0,1903.51108,81.29697729860517,86.20674058548464,106596.98939244576,105408.43984818971,31.825819833447536,16.256056859582515,38.255976720260776,0.005297518805746153,1,0.008336574235814131,1,
2025-07-02 08:00:00,107080.0,107860.23,107080.0,107479.99,2147.6808,81.29697729860517,86.20674058548464,106631.61686725181,105429.05228751121,50.84280789546523,21.372446225581808,41.00346416051243,0.005362436946959461,1,0.0037354314531192756,1,
2025-07-02 12:00:00,107479.98,108759.2,107186.1,108737.74,3227.14121,81.29697729860517,86.20674058548464,106714.20993128115,105461.97455330711,74.0929336243942,31.021765994332696,59.27451970840314,0.005943642149763598,1,0.011702178238014449,-1,
2025-07-02 16:00:00,108737.75,109730.0,108650.97,109676.14,5656.10907,81.29697729860517,86.20674058548464,106830.36405162307,105503.90654780157,89.1530581541199,44.60214789880704,64.53365842144788,0.00583757242559219,1,0.008629938418804661,-1,
2025-07-02 20:00:00,109676.14,109676.14,108720.0,108849.6,3303.81143,81.29697729860517,86.20674058548464,106909.54977508883,105537.197029913,93.07809091407648,58.83989977848038,58.23169703421579,0.005895784196774798,1,-0.007536187907415393,-1,
2025-07-03 00:00:00,108849.59,109115.03,108530.4,108628.21,1439.99562,81.29697729860517,86.20674058548464,106976.94821528143,105567.95337787407,85.34101111420705,70.72228692261841,55.68106594673108,0.005863021639082345,1,-0.002033907336361329,-1,
2025-07-03 04:00:00,108628.2,109548.0,108566.14,109280.0,1560.58968,81.29697729860517,86.20674058548464,107067.2639715449,105604.88916515891,82.4889142319016,79.16613598902741,63.646434848793405,0.005685360380393257,1,0.006000190926463755,-1,
2025-07-03 08:00:00,109279.99,110273.21,109279.99,109599.19,3249.5488,81.29697729860517,86.20674058548464,107166.55518834708,105644.63345207275,84.48437185447331,84.77306331552877,64.87453602234406,0.005709497127773031,1,0.0029208455344069684,-1,
2025-07-03 12:00:00,109599.18,110529.18,108749.99,109127.84,4201.7259,81.29697729860517,86.20674058548464,107243.46831821582,105679.29222369392,83.81289492094476,86.39305686495385,61.399010098947976,0.005455316668568142,1,-0.004300670470283596,-1,
2025-07-03 16:00:00,109127.85,109910.1,109020.8,109803.41,1688.44383,81.29697729860517,86.20674058548464,107343.85818808971,105720.32822146812,82.59662983108201,85.30031881111421,68.48177779616253,0.005589542745147902,1,0.006190629265639291,-1,
2025-07-03 20:00:00,109803.41,110000.0,109510.0,109584.78,906.77842,81.29697729860517,86.20674058548464,107431.73747483129,105758.78047797093,81.14130498183526,83.310854489074,72.0812973308485,0.005617732639305416,1,-0.0019911039192681557,-1,
2025-07-04 00:00:00,109584.77,109767.59,109103.71,109235.57,1002.72236,81.29697729860517,86.20674058548464,107502.47600523007,105793.37539858813,81.80275398063618,82.72114496681219,73.94773369536018,0.005689578977991672,1,-0.0031866651555078063,-1,
2025-07-04 04:00:00,109235.58,109329.6,108700.0,108700.0,1609.06105,81.29697729860517,86.20674058548464,107549.43773051517,105822.29703641313,75.02795179213824,81.47765122685163,68.2645954133767,0.00565289460378534,1,-0.004902890148328121,-1,
2025-07-04 08:00:00,108700.0,109111.0,108518.83,108888.0,1086.39121,81.29697729860517,86.20674058548464,107601.93036853419,105852.8015435135,68.3865696744727,78.79468419685153,66.96314752566705,0.005656836854759647,1,0.0017295308187672553,-1,
2025-07-04 12:00:00,108888.0,108978.64,107505.0,107573.29,3616.08946,81.29697729860517,86.20674058548464,107600.80721682697,105869.92083163775,47.76306325749795,72.7863789196104,52.9474467888441,0.006354372936308419,1,-0.012073965909925821,1,
2025-07-04 16:00:00,107573.29,107922.5,107245.0,107469.23,3431.70312,81.29697729860517,86.20674058548464,107595.64732597102,105885.83435570105,28.483716392248912,63.7675600131382,49.93335117233808,0.006227214894386676,1,-0.000967340498742697,1,
2025-07-04 20:00:00,107469.22,108279.33,107440.63,107984.24,1047.89895,81.29697729860517,86.20674058548464,107610.8862543643,105906.71401385328,15.093305275376034,52.759560062061674,44.85975697932061,0.006101887416539863,1,0.004792162370568898,1,
2025-07-05 00:00:00,107984.25,108259.99,107756.31,108154.72,766.63785,81.29697729860517,86.20674058548464,107632.21306791865,105929.08223262092,19.559440294089963,42.38567444763731,38.40646193697518,0.005924270569826993,1,0.0015787488989134069,1,
2025-07-05 04:00:00,108154.72,108420.56,108000.0,108053.46,660.13042,81.29697729860517,86.20674058548464,107648.73255545126,105950.22031985852,24.9419946531556,34.03801492447353,43.17931812018663,0.005934851637341914,1,-0.0009362513258782679,1,
