threshold,trades,mean_pnl,total_pnl,sharpe_like
0.05,2,0.0,0.5,0.004
0.1,2,0.0,0.5,0.004
0.15,2,0.0,0.5,0.004
0.2,2,0.0,0.5,0.004
0.25,2,0.0,0.5,0.004
0.3,2,0.0,0.5,0.004
0.35,2,0.0,0.5,0.004
0.39999999999999997,2,0.0,0.5,0.004
0.44999999999999996,2,0.0,0.5,0.004
0.49999999999999994,2,0.0,0.5,0.004
0.5499999999999999,0,0.0,0.0,0.0
0.6,0,0.0,0.0,0.0
0.65,0,0.0,0.0,0.0
0.7,0,0.0,0.0,0.0
0.75,0,0.0,0.0,0.0
0.7999999999999999,0,0.0,0.0,0.0
0.85,0,0.0,0.0,0.0
0.9,0,0.0,0.0,0.0
0.95,0,0.0,0.0,0.0
