timestamp,open,high,low,close,volume,ema_fast,ema_slow,stoch_k,stoch_d,y,pred_class
2025-07-03 04:00:00,108628.2,109548.0,108566.14,109280.0,1560.58968,107067.2639715449,105604.88916515891,82.4889142319016,79.16613598902741,-1,
2025-07-03 08:00:00,109279.99,110273.21,109279.99,109599.19,3249.5488,107166.55518834708,105644.63345207275,84.48437185447331,84.77306331552877,-1,
2025-07-03 12:00:00,109599.18,110529.18,108749.99,109127.84,4201.7259,107243.46831821582,105679.29222369392,83.81289492094476,86.39305686495385,0,
2025-07-03 16:00:00,109127.85,109910.1,109020.8,109803.41,1688.44383,107343.85818808971,105720.32822146812,82.59662983108201,85.30031881111421,-1,
2025-07-03 20:00:00,109803.41,110000.0,109510.0,109584.78,906.77842,107431.73747483129,105758.78047797093,81.14130498183526,83.310854489074,-1,
2025-07-04 00:00:00,109584.77,109767.59,109103.71,109235.57,1002.72236,107502.47600523007,105793.37539858813,81.80275398063618,82.72114496681219,-1,
2025-07-04 04:00:00,109235.58,109329.6,108700.0,108700.0,1609.06105,107549.43773051517,105822.29703641313,75.02795179213824,81.47765122685163,0,
2025-07-04 08:00:00,108700.0,109111.0,108518.83,108888.0,1086.39121,107601.93036853419,105852.8015435135,68.3865696744727,78.79468419685153,0,
2025-07-04 12:00:00,108888.0,108978.64,107505.0,107573.29,3616.08946,107600.80721682697,105869.92083163775,47.76306325749795,72.7863789196104,1,
2025-07-04 16:00:00,107573.29,107922.5,107245.0,107469.23,3431.70312,107595.64732597102,105885.83435570105,28.483716392248912,63.7675600131382,0,
2025-07-04 20:00:00,107469.22,108279.33,107440.63,107984.24,1047.89895,107610.8862543643,105906.71401385328,15.093305275376034,52.759560062061674,1,
2025-07-05 00:00:00,107984.25,108259.99,107756.31,108154.72,766.63785,107632.21306791865,105929.08223262092,19.559440294089963,42.38567444763731,1,
2025-07-05 04:00:00,108154.72,108420.56,108000.0,108053.46,660.13042,107648.73255545126,105950.22031985852,24.9419946531556,34.03801492447353,0,
2025-07-05 08:00:00,108053.46,108219.19,107870.42,108112.21,675.37974,107666.90814151202,105971.73265498431,26.240847537792465,27.013727901693496,0,
2025-07-05 12:00:00,108112.2,108232.29,107971.0,108058.0,564.4708,107682.245077139,105992.49153403919,25.259171746575163,23.26307931653969,0,
2025-07-05 16:00:00,108058.0,108167.23,107864.75,108141.78,586.1961,107700.26605450611,106013.87748892437,26.1555903350812,22.87505830701174,0,
2025-07-05 20:00:00,108141.78,108250.0,107993.39,108198.12,484.16079,107719.78973864313,106035.61124525349,28.885700045023583,25.173790768619668,0,
2025-07-06 00:00:00,108198.12,108268.35,108025.97,108050.49,397.25464,107732.75837634341,106055.65979007684,30.379816305911216,26.977186770589878,0,
2025-07-06 04:00:00,108050.49,108218.0,107930.45,108040.31,497.89684,107744.81922432994,106075.40755335966,31.786970394199177,28.118016060763804,0,
2025-07-06 08:00:00,108040.31,108111.0,107800.01,108076.01,740.99603,107757.80709788564,106095.31404536605,33.54304882120152,29.335049607998645,0,
2025-07-06 12:00:00,108076.0,109127.03,108045.76,108905.99,2193.35606,107802.83387836072,106123.28097028779,53.2156649774977,33.99446514648574,0,
2025-07-06 16:00:00,108906.0,108966.62,108266.67,108538.46,922.00834,107831.68196156227,106147.31260242424,65.61544367669738,40.571107370088434,0,
2025-07-06 20:00:00,108538.45,109700.0,108536.86,109203.84,1696.09509,107885.4920807167,106177.72581036032,78.92396839672267,48.91081876203828,0,
2025-07-07 00:00:00,109203.85,109700.0,108679.75,109389.47,1313.66179,107944.4716069631,106209.6834639886,78.25752444855321,56.89043678581195,0,
2025-07-07 04:00:00,109389.46,109447.54,108654.94,109061.08,1068.89272,107988.26017139593,106238.05556882454,77.72474096562871,64.5467318810502,0,
2025-07-07 08:00:00,109061.07,109087.86,108572.52,108642.01,1793.43934,108013.89741957649,106261.97551341336,65.90014297072807,69.9395809059713,0,
2025-07-07 12:00:00,108642.01,108660.0,107970.0,108292.59,2516.39623,108024.82654037741,106282.1806326829,45.78997510843243,68.70196592779375,0,
2025-07-07 16:00:00,108292.59,108493.56,107513.2,108056.68,1826.11433,108026.07569565672,106299.83734280545,31.69805840139897,63.04906838191068,1,
2025-07-07 20:00:00,108056.67,108300.0,107800.01,108262.94,886.8716,108035.36449190548,106319.37070257854,28.354317398541042,54.62079321554708,1,
2025-07-08 00:00:00,108262.94,108525.0,107429.57,107901.52,2011.55999,108030.11568830135,106335.11348165738,26.641454632375897,46.018114912850855,1,
2025-07-08 04:00:00,107901.52,108499.0,107750.0,108484.61,1010.06569,108047.93899464246,106356.50150671552,33.84678053636305,38.705121507973246,1,
2025-07-08 08:00:00,108484.61,109005.0,108229.15,108756.37,1314.23794,108075.7206026957,106380.38079520591,41.89793710148866,34.70475386310002,1,
2025-07-08 12:00:00,108756.37,109216.56,108217.07,108268.35,1848.45054,108083.27469670764,106399.16655843769,47.283554216602,34.95368371446161,1,
2025-07-08 16:00:00,108268.35,109147.56,108096.55,108771.88,2426.90745,108110.27882624851,106422.77564740846,51.50111065598433,38.25419242355917,1,
2025-07-08 20:00:00,108771.87,108974.0,108624.0,108922.98,604.79919,108142.14946051328,106447.65330265813,53.94719649288161,42.51967227261593,1,
2025-07-09 00:00:00,108922.99,109136.0,108348.0,108376.41,994.80226,108151.33614833628,106466.84491158692,55.53368011052229,47.33504318564033,1,
2025-07-09 04:00:00,108376.41,108942.2,108324.53,108714.39,1001.59915,108173.41669153879,106489.20854430745,54.68964028840335,50.80885314431371,1,
2025-07-09 08:00:00,108714.39,109117.0,108553.18,109058.27,1275.99616,108208.11682128237,106514.7713448616,59.667405399638795,53.770431194005404,1,
2025-07-09 12:00:00,109058.27,109769.39,108503.0,109071.32,4108.39131,108241.96792633012,106540.2096399376,69.15491882000741,57.4156586279063,1,
2025-07-09 16:00:00,109071.32,111999.79,109047.49,111750.0,6338.57455,108379.53781157208,106592.04834998798,81.80329159900897,62.466022118410415,1,
2025-07-09 20:00:00,111749.99,111952.33,110559.4,111233.99,3562.92307,108491.47711307908,106638.23682411746,82.64791586726545,67.24947534747439,1,
2025-07-10 00:00:00,111234.0,111581.0,110880.0,111074.51,1687.73466,108592.77252040931,106682.37884576803,85.8440804454345,72.30120873662642,1,
2025-07-10 04:00:00,111074.52,111432.46,110898.0,111230.0,1667.11413,108696.19320588345,106727.6288075017,82.05141109180748,76.8615038705271,1,
2025-07-10 08:00:00,111229.99,111398.96,110870.33,111019.99,1407.79297,108787.32249192723,106770.3388691186,79.95176045851923,80.24222971367385,1,
2025-07-10 12:00:00,111019.99,111408.41,110500.0,111408.4,2221.21737,108890.10984518498,106816.48873111742,81.64995830623734,82.32473629471217,1,
2025-07-10 16:00:00,111408.4,113788.23,111322.32,113301.81,7461.037691,109063.11769439343,106881.0192910068,84.41577519815998,82.760150227904,1,
2025-07-10 20:00:00,113301.8,116868.0,113270.98,116010.0,10438.553844,109335.54445147605,106971.854919952,88.84028246051908,83.79221132677961,1,
2025-07-11 00:00:00,116010.01,116950.0,115222.22,116881.7,4456.671301,109631.47212004563,107070.46034363408,93.62675514242581,85.08932377627816,0,
2025-07-11 04:00:00,116881.69,118404.22,116500.0,117526.88,7940.173377,109941.09595847521,107174.50432031434,93.57412883524971,87.00977673351854,0,
2025-07-11 08:00:00,117526.88,118869.98,117526.88,117821.91,4664.06161,110250.14748951541,107280.4486554356,93.52184081839728,89.2714567934982,0,
2025-07-11 12:00:00,117821.91,118259.24,116724.66,116902.59,4711.37408,110511.02758796579,107376.19135538151,87.45996612458907,90.23979142989016,1,
2025-07-11 16:00:00,116902.58,118138.75,116604.87,118108.81,2754.72647,110808.97983941811,107482.98358070111,87.91389397823423,90.82281122656921,0,
2025-07-11 20:00:00,118108.81,118108.81,117146.8,117527.66,1346.51431,111072.45749277427,107582.93060974887,86.67149992086775,90.46134746996064,1,
2025-07-12 00:00:00,117527.66,117847.66,117141.13,117774.42,1268.81982,111335.27955188115,107684.33846437825,88.63426854617553,89.6292663705856,1,
2025-07-12 04:00:00,117774.42,118054.79,117506.37,117731.99,1157.69575,111586.13094200347,107784.31509657348,86.54965658907156,88.45852099622259,1,
2025-07-12 08:00:00,117731.99,118200.0,117625.0,117810.0,1459.36466,111830.2042383955,107884.07315531405,86.88356085279379,87.35214100195532,1,
2025-07-12 12:00:00,117810.0,117861.19,116900.05,117100.01,2887.39027,112036.86328787019,107975.77401944027,84.19773205352148,86.80843532344404,1,
2025-07-12 16:00:00,117100.0,117639.98,117045.86,117550.96,961.54328,112253.10237462039,108071.0495018339,83.47678250127245,86.06891674395042,1,
2025-07-12 20:00:00,117550.96,117563.75,117000.01,117420.0,711.79059,112455.72581090977,108164.07388490024,81.2944762499456,85.17274613213007,1,
2025-07-13 00:00:00,117420.0,117824.76,117224.79,117753.6,696.41148,112663.48558303097,108259.49205519973,81.69705219922207,84.01654340763783,0,
2025-07-13 04:00:00,117753.59,118054.79,117684.22,117999.0,867.97982,112872.72144251996,108356.40258201367,78.99099199368003,82.75676597507258,-1,
2025-07-13 08:00:00,117998.99,118086.66,117689.63,118072.01,685.44893,113076.61511144075,108453.07529264041,74.17135294667983,80.63806465738692,0,
2025-07-13 12:00:00,118072.01,119376.0,117989.53,118672.24,3891.104317,113296.05138158034,108554.75852355942,72.35227948878554,78.66382256326425,-1,
2025-07-13 16:00:00,118672.23,119488.0,118382.56,118961.08,1749.40157,113518.2093666164,108658.3040108872,74.21932888948369,77.12091362796612,-1,
2025-07-13 20:00:00,118961.09,119367.37,118243.68,119086.64,1660.44683,113736.57919537654,108762.0685480923,80.80230311499366,77.03888477214082,-1,
2025-07-14 00:00:00,119086.65,121492.48,118905.18,120750.24,5418.532886,114011.62471712648,108881.35383617098,83.8802659224683,77.40275372601518,-1,
2025-07-14 04:00:00,120750.25,123218.0,120557.63,122736.04,6981.800221,114353.75864978819,109019.21140994041,87.42944829910795,78.80916311025317,-1,
2025-07-14 08:00:00,122736.04,122769.19,121355.55,121467.24,3279.33527,114632.71870273766,109143.07239093604,82.83281312472695,80.25273980659435,-1,
2025-07-14 12:00:00,121467.23,122120.0,119611.7,119878.23,6047.71252,114838.4250281205,109249.88987958345,70.59969346597124,79.9606421361253,0,
2025-07-14 16:00:00,119878.22,120526.03,119202.0,119939.41,4127.24496,115038.46365446871,109356.25326386621,55.84474921981549,76.8982121911806,0,
2025-07-14 20:00:00,119939.42,120447.0,119522.72,119841.18,1414.72302,115226.80547194053,109460.58089308147,46.979291610099665,71.2610436070316,-1,
2025-07-15 00:00:00,119841.17,119940.83,116840.01,117148.47,6623.40172,115302.16486519777,109537.07730210554,32.878601109373925,62.76076613818254,0,
2025-07-15 04:00:00,117148.46,117765.4,116250.0,116779.12,5478.80575,115360.0846744057,109609.13742845276,19.374210150594916,51.4182264467637,1,
2025-07-15 08:00:00,116779.13,117224.08,116300.0,117113.98,3612.34292,115428.86488325254,109683.81247891592,8.27638141542247,38.99215449521295,0,
2025-07-15 12:00:00,117113.98,118490.71,115736.92,116391.43,8662.27705,115466.61253488969,109750.55494181228,9.580564941259953,28.822299741094408,1,
2025-07-15 16:00:00,116391.43,117800.6,116019.05,116416.07,5395.39361,115503.84616097245,109816.87847472957,10.075452969556858,21.194083699384635,1,
2025-07-15 20:00:00,116416.07,117972.86,116192.27,117758.09,2246.23978,115592.24788015,109895.89550483177,14.948064539701036,15.855545854318196,1,
2025-07-16 00:00:00,117758.08,118195.0,117017.29,117482.67,2060.70862,115666.38208092842,109971.38579831604,19.810285858904525,13.677493312573297,1,
2025-07-16 04:00:00,117482.67,118300.0,117275.63,118189.25,1653.72862,115765.31807775477,110053.15559136763,27.711016769414737,15.0669610823766,0,
2025-07-16 08:00:00,118189.24,119310.75,118113.82,118769.06,2658.37376,115883.11187862713,110139.88100836895,32.21558028163491,19.056827560078673,0,
2025-07-16 12:00:00,118769.06,119794.8,118181.14,119095.76,4851.16642,116009.09807946527,110228.99423216628,40.35814881274042,24.186424871992084,-1,
2025-07-16 16:00:00,119095.76,119904.13,118471.38,119230.16,2877.33424,116135.41423321175,110318.55807065219,47.67352578397058,30.45277034106104,-1,
2025-07-16 20:00:00,119230.16,120063.84,118420.0,118630.43,2938.59685,116233.25798877208,110401.26326397904,54.30277708442659,37.0118890985153,0,
2025-07-17 00:00:00,118630.44,119158.28,117683.53,118128.8,2234.06203,116307.59296960455,110478.15417677526,55.30908117951418,42.92835498528357,0,
2025-07-17 04:00:00,118128.8,118772.0,117857.03,118311.75,2080.63383,116386.1873629534,110556.10040387203,56.90263657946854,47.79362495362587,0,
2025-07-17 08:00:00,118311.75,119192.0,117974.99,117995.0,2041.88316,116449.27805460228,110630.11930532604,54.15871724899156,51.45081444818532,0,
2025-07-17 12:00:00,117995.0,119073.46,117453.57,118881.99,3175.79483,116544.67852304925,110712.2274714422,61.46003777898992,54.96779594256024,0,
2025-07-17 16:00:00,118881.99,119880.13,118333.6,118959.66,2433.94045,116639.38367900811,110794.29147670149,66.45134799503278,58.09743297773726,0,
2025-07-17 20:00:00,118959.66,120998.71,118383.97,119177.56,3762.26221,116738.92000532152,110877.70708389848,70.1984983733961,60.74671985923219,-1,
2025-07-18 00:00:00,119177.56,120785.49,119020.48,120223.09,2672.86935,116875.5541227599,110970.69596863582,73.92409393947098,63.84922198589165,-1,
2025-07-18 04:00:00,120223.08,120820.71,119287.72,119339.51,3649.17934,116972.17984343598,111053.96775004243,68.53918429391477,65.78864660496602,-1,
2025-07-18 08:00:00,119339.51,119469.21,118395.0,119171.34,3814.49483,117058.4214182032,111134.73762317635,64.36903845199207,67.49036680546611,-1,
2025-07-18 12:00:00,119171.35,119531.48,117315.69,117860.25,5020.77844,117089.86567631288,111201.65814433877,41.34330230805164,64.13757756030974,0,
2025-07-18 16:00:00,117860.24,118054.92,117120.53,117374.76,2564.58563,117101.03800273198,111263.08204340009,24.08629173832074,57.07673485085772,0,
2025-07-18 20:00:00,117374.75,118021.62,116812.76,117924.84,2202.75507,117133.34396340916,111329.36819222198,15.969351596343614,48.03854372134898,0,
2025-07-19 00:00:00,117924.84,118371.42,117613.35,118322.54,1323.00452,117179.979102099,111398.95199130436,23.063386947431425,39.56175922267571,0,
2025-07-19 04:00:00,118322.53,118364.0,118044.19,118163.06,828.72543,117218.53129417355,111466.25654860481,31.63089223075599,33.41037721214925,1,
2025-07-19 08:00:00,118163.07,118499.9,117943.25,118327.06,1123.42732,117262.00300812753,111534.52324961372,34.833829039206485,28.487842310018323,0,
2025-07-19 12:00:00,118327.05,118327.06,117627.71,118058.11,1656.6673,117293.22289016175,111599.43456056283,32.72813419494578,27.051980957834008,0,
2025-07-19 16:00:00,118058.1,118161.51,117605.26,118007.88,780.27633,117321.248659175,111663.2001868259,31.492413112117177,28.28633452013342,-1,
2025-07-19 20:00:00,118007.88,118141.0,117277.34,117840.0,923.70216,117341.59184901128,111724.66088148435,27.613882949708827,30.227089745694286,0,
2025-07-20 00:00:00,117840.01,118165.38,117650.0,117958.01,1216.03617,117365.76510983436,111786.68425579794,26.81677197927993,30.852653917669034,0,
2025-07-20 04:00:00,117958.0,118218.0,117760.67,118029.49,940.72723,117391.79353689968,111848.80172588951,27.419160814080453,30.15069868155645,0,
2025-07-20 08:00:00,118029.49,118277.17,117819.88,117878.46,1800.2823,117410.87849623695,111908.79832563191,28.102315832295176,29.028779813737895,1,
2025-07-20 12:00:00,117878.46,118799.8,117723.23,118671.11,3280.10469,117460.29933952179,111976.08500895897,41.767141469634076,30.53528102618594,0,
2025-07-20 16:00:00,118671.12,118856.8,117960.0,118155.01,2119.12806,117487.54289483467,112037.56684966583,48.10472349483231,33.303999423305136,0,
2025-07-20 20:00:00,118155.0,118263.0,116467.02,117265.12,3606.65044,117478.82042837057,112089.58230389802,50.37363233433999,37.097290987410325,1,
2025-07-21 00:00:00,117265.11,118614.7,116515.0,118404.0,2794.62163,117515.10198019918,112152.41233072491,54.606562834371225,41.72892279659221,0,
2025-07-21 04:00:00,118404.01,119676.73,118188.95,119362.67,2783.66639,117587.5556280345,112224.15618813063,68.22144806107252,48.529304004424226,0,
2025-07-21 08:00:00,119364.18,119500.0,118070.16,118070.17,2511.88984,117606.48168183707,112282.32547979102,73.73828151211788,56.13529828439467,0,
2025-07-21 12:00:00,118070.17,119233.71,117778.7,118313.16,3505.38294,117634.19455705915,112342.33378347469,65.8931803807821,60.15630476958601,0,
2025-07-21 16:00:00,118313.16,118399.1,116666.0,116767.67,3816.98929,117600.21320188037,112386.36697965903,38.943705194550255,58.629468386205666,1,
2025-07-21 20:00:00,116767.67,117633.66,116656.88,117380.36,1694.78119,117591.59150768898,112436.05845249824,31.7799219659512,55.53051665814087,1,
2025-07-22 00:00:00,117380.36,117950.0,116128.0,117210.0,3707.46413,117576.62713483843,112483.56035844354,22.770733648401585,50.22454512714592,1,
2025-07-22 04:00:00,117210.0,118594.55,116552.18,117983.68,4279.84175,117592.58999229575,112538.287917066,37.07889807203223,45.034120128972546,0,
2025-07-22 08:00:00,117983.69,119188.3,117488.19,119154.99,3376.79135,117653.86058083316,112604.12574873699,56.02633430363354,42.08212892755849,0,
2025-07-22 12:00:00,119154.99,119573.53,117550.0,118912.04,4597.23931,117703.20095021225,112666.89106466997,72.01364995364538,43.10220718970237,0,
2025-07-22 16:00:00,118912.04,120183.96,118368.19,119282.1,3067.62854,117765.11856000786,112732.71403915087,80.50471345384602,50.029041899584996,0,
2025-07-22 20:00:00,119282.11,120247.8,119203.2,119954.42,1930.16465,117850.97351843893,112804.5718099056,83.031693979888,58.5710039019078,-1,
2025-07-23 00:00:00,119954.43,120090.0,118532.96,118614.17,2068.11927,117880.90279222564,112862.37875707072,76.9967385455272,67.60867138476208,-1,
2025-07-23 04:00:00,118614.16,119006.05,118288.2,118350.35,1564.23355,117899.31248664817,112916.98543610485,69.05626486722652,72.93823251729445,-1,
2025-07-23 08:00:00,118350.35,118619.79,117844.24,118538.46,1801.10341,117924.3770950149,112972.92050639237,57.59972166933673,73.20046374491164,-1,
2025-07-23 12:00:00,118538.46,118708.24,117301.0,118567.39,4037.18842,117949.59328736727,113028.58686951284,57.22122433127826,70.73505947451712,-1,
2025-07-23 16:00:00,118567.39,118567.39,117331.63,118393.64,2651.82367,117967.00688394111,113081.97048275152,57.5714840526239,66.91285457431344,-1,
2025-07-23 20:00:00,118393.64,118756.0,117381.8,118755.99,2436.28251,117997.94739829637,113138.4283883958,59.3315209476188,62.96282573560191,0,
2025-07-24 00:00:00,118756.0,119273.36,118466.71,118488.92,1878.28334,118017.20122581416,113191.66711089933,58.69661957700209,59.91280590751439,0,
2025-07-24 04:00:00,118488.92,118610.25,117103.1,118416.21,3786.93245,118032.84862872341,113243.65261228342,58.879233619755034,58.216634032935815,0,
2025-07-24 08:00:00,118416.21,118814.47,117955.59,118600.0,2404.15809,118055.08985896956,113296.94960121592,56.086840551897986,57.96448718002935,0,
2025-07-24 12:00:00,118600.0,119450.0,117832.32,119092.65,4139.29216,118095.77849195115,113354.61826190034,58.07354086293341,58.1065399353052,0,
2025-07-24 16:00:00,119092.65,119395.81,118350.0,118943.42,2166.82662,118129.01933540405,113410.22822944363,59.06672343499556,58.35574649903382,0,
2025-07-24 20:00:00,118943.42,119010.64,118166.94,118340.99,1431.39777,118137.33191048626,113459.29053561833,53.71747172491265,57.4200716285828,0,
2025-07-25 00:00:00,118340.98,118451.57,115330.86,115419.66,11127.20493,118030.7565414476,113478.79669944303,33.23055005433793,53.17572670813877,1,
2025-07-25 04:00:00,115419.65,116144.63,114723.16,115320.01,8835.25163,117924.45275550848,113497.11722979683,17.430465985306345,46.26759876906399,1,
2025-07-25 08:00:00,115320.01,116782.13,115008.85,116543.58,7216.21136,117870.30088274345,113527.43029218692,17.146493552413947,39.77754093581665,1,
2025-07-25 12:00:00,116543.59,116656.99,114908.0,115727.08,6361.79335,117786.2530049888,113549.31735395621,23.624064251224116,34.03596150053176,1,
2025-07-25 16:00:00,115727.07,116997.21,115455.46,116688.6,3089.40882,117743.20778910689,113580.55399720043,33.77718165483354,29.821037870504757,1,
2025-07-25 20:00:00,116688.6,117630.0,116578.02,117614.31,1776.47864,117738.15297384781,113620.69087285019,41.32789206601731,27.756107927355533,1,
2025-07-26 00:00:00,117614.31,117750.0,117138.38,117489.62,1222.24277,117728.40658271653,113659.18768008551,53.7571964920891,31.177215666980732,1,
2025-07-26 04:00:00,117489.61,117547.92,117304.46,117304.47,1006.48005,117711.78161868844,113695.45914595532,58.10026712701642,37.955515857265745,1,
2025-07-26 08:00:00,117304.47,118217.45,117304.46,117776.11,1549.30958,117714.3043003085,113736.06263704033,59.24126900847072,44.97131176660853,0,
2025-07-26 12:00:00,117776.1,118220.0,117772.13,118130.1,1303.59734,117730.6100140219,113779.7844018459,63.757887580991415,51.66028232156975,0,
2025-07-26 16:00:00,118130.1,118297.35,117941.96,118232.11,1051.39337,117750.27668013869,113824.08614909122,70.29953767562829,57.747341658368875,0,
2025-07-26 20:00:00,118232.11,118276.66,117883.86,117919.99,858.64895,117756.93210444698,113864.84141128932,71.57561578721716,62.78862894523552,0,
2025-07-27 00:00:00,117919.99,118358.18,117825.5,118182.83,1007.50696,117773.63398270396,113907.80647187351,74.44758434846827,66.23702692129872,0,
2025-07-27 04:00:00,118182.83,118438.83,118066.74,118095.95,808.21213,117786.2738265195,113949.47954180512,79.85668505400525,69.86309657579686,0,
2025-07-27 08:00:00,118095.95,118292.86,117859.98,118072.71,835.9696,117797.50661763638,113990.50671054338,87.10028977740853,74.50626670395316,0,
2025-07-27 12:00:00,118072.71,118588.0,117890.0,118585.74,1586.05165,117828.41773067025,114036.23042486633,93.51568940643294,79.46590034152673,0,
2025-07-27 16:00:00,118585.75,119540.01,118585.75,118960.0,3418.37234,117872.7935059381,114085.22315695722,92.52113483961075,83.16949986885716,-1,
2025-07-27 20:00:00,118960.01,119766.65,118713.74,119415.55,1672.19651,117933.2937606072,114138.26123499745,93.0909620047488,86.75539090511244,-1,
2025-07-28 00:00:00,119415.56,119800.0,118960.5,119287.99,1824.53168,117986.41910332849,114189.5023172363,87.81437965454035,88.9831901227911,0,
2025-07-28 04:00:00,119287.99,119701.07,118774.31,118900.0,2360.0622,118022.24580515875,114236.3729409454,80.71697459487596,89.12657171293624,0,
2025-07-28 08:00:00,118900.01,119102.69,118475.47,118827.49,2060.1822,118053.82400887801,114282.05569775192,70.44164152757384,86.35013033796378,-1,
2025-07-28 12:00:00,118827.49,119093.68,117895.73,118174.9,3792.61028,118058.57208696123,114320.79046692852,54.03197009523694,79.76951045276445,0,
2025-07-28 16:00:00,118174.89,118376.61,117427.5,118068.73,2575.55527,118058.97043649215,114358.08339760586,40.97917042528618,71.17918305037702,0,
2025-07-28 20:00:00,118068.73,118350.01,117500.09,118062.32,1348.80591,118059.10179192384,114394.94147325157,29.554954163271088,60.589848410130735,0,
2025-07-29 00:00:00,118062.32,118800.0,117450.0,118764.85,2242.87768,118086.77819224056,114438.42315013465,36.717948717948836,52.07377658736548,0,
2025-07-29 04:00:00,118764.85,119273.36,118416.66,118882.37,2579.99271,118117.97787097623,114482.64152675023,48.14949069195655,46.645862603545574,0,
2025-07-29 08:00:00,118882.37,119051.0,118160.87,118592.38,1962.95351,118136.58187603598,114523.53444688207,55.596768528275454,44.17171710366251,0,
2025-07-29 12:00:00,118592.38,119080.81,117272.0,117400.01,4173.95638,118107.69670442674,114552.15609417678,38.495061006922604,41.58223225561012,0,
2025-07-29 16:00:00,117400.02,118057.05,116950.75,117525.29,2441.06334,118084.85722582178,114581.73951612528,24.775851270285056,38.881679063109935,0,
2025-07-29 20:00:00,117525.28,118000.0,117094.96,117950.76,1737.09083,118079.59851108368,114615.26210800464,20.108532579359448,37.30727546579133,-1,
